ClaimNumber,HowReported,MainContactType,ReportedDate,PolicyLocations,LossDate,LossCause,LossLocationID,Notes,State,Assessment,LossCause_asper_PDS
CLM000858,Online,Broker,2022-05-19,LOC0906,2021-10-11,Natural Disaster,LOC0914,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000859,Email,Broker,2024-03-22,LOC0819,2021-04-27,Theft,LOC0735,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000860,Email,Agent,2024-11-30,LOC0537,2024-09-26,Theft,LOC0710,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000861,Phone,Broker,2024-02-21,LOC0997,2022-07-24,Collision,LOC0018,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000862,Online,Agent,2024-01-02,LOC0690,2024-03-01,Theft,LOC0225,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,NO
CLM000863,In-Person,Policyholder,2024-02-28,LOC0164,2024-10-12,Natural Disaster,LOC0513,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000864,Email,Policyholder,2024-04-18,LOC0135,2023-04-18,Natural Disaster,LOC0153,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,NO
CLM000865,Email,Policyholder,2023-07-30,LOC0391,2024-10-26,Collision,LOC0988,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000866,Phone,Policyholder,2024-01-09,LOC0420,2024-07-03,Natural Disaster,LOC0470,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,NO
CLM000867,Online,Policyholder,2024-05-09,LOC0637,2022-12-27,Theft,LOC0545,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000868,In-Person,Policyholder,2022-09-28,LOC0872,2021-05-14,Theft,LOC0147,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000869,Phone,Policyholder,2022-12-31,LOC0610,2023-10-22,Natural Disaster,LOC0185,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,NO
CLM000870,Phone,Policyholder,2023-09-04,LOC0322,2021-10-12,Fire,LOC0716,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000871,Email,Broker,2022-07-19,LOC0410,2022-07-19,Fire,LOC0148,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,NO
CLM000872,Email,Agent,2022-01-09,LOC0523,2024-12-16,Theft,LOC0529,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,NO
CLM000873,Online,Broker,2024-08-11,LOC0580,2023-10-31,Collision,LOC0905,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000874,Phone,Agent,2024-05-19,LOC0575,2023-08-22,Natural Disaster,LOC0252,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000875,Phone,Broker,2023-06-25,LOC0475,2023-03-11,Collision,LOC0241,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000876,Email,Agent,2023-05-13,LOC0948,2021-01-27,Theft,LOC0720,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,NO
CLM000877,In-Person,Policyholder,2022-08-01,LOC0380,2022-08-29,Fire,LOC0036,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,NO
CLM000878,In-Person,Agent,2023-09-01,LOC0799,2022-01-29,Theft,LOC0756,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,NO
CLM000879,Email,Policyholder,2022-01-13,LOC0874,2021-04-10,Collision,LOC0848,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000880,Online,Broker,2024-02-22,LOC0868,2024-05-19,Theft,LOC0636,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,NO
CLM000881,Online,Broker,2024-02-06,LOC0787,2021-07-12,Theft,LOC0692,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000882,Phone,Policyholder,2023-05-16,LOC0126,2023-12-07,Fire,LOC0085,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,YES,YES
CLM000883,In-Person,Broker,2023-04-20,LOC0581,2022-03-14,Theft,LOC0591,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000884,Email,Policyholder,2023-04-22,LOC0302,2021-04-06,Natural Disaster,LOC0557,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000885,Phone,Broker,2023-10-26,LOC0649,2022-12-18,Natural Disaster,LOC0366,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,NO
CLM000886,Online,Agent,2022-06-24,LOC0429,2023-12-14,Fire,LOC0398,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000887,Online,Broker,2022-12-05,LOC0029,2023-04-10,Theft,LOC0308,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000888,Phone,Broker,2023-03-24,LOC0485,2021-01-26,Collision,LOC0420,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,YES
CLM000889,In-Person,Agent,2024-10-25,LOC0253,2022-02-23,Natural Disaster,LOC0098,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000890,Email,Policyholder,2023-10-01,LOC0527,2022-09-08,Fire,LOC0769,Down lay when move. Daughter light collection cup sea. Its church it.,Open,NO,YES
CLM000891,Email,Broker,2022-02-15,LOC0316,2024-01-25,Collision,LOC0863,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000892,Email,Agent,2022-02-16,LOC0382,2022-07-29,Collision,LOC0613,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000893,In-Person,Agent,2022-07-17,LOC0621,2022-03-20,Theft,LOC0285,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,NO,YES
CLM000894,Online,Broker,2024-09-10,LOC0766,2023-02-09,Collision,LOC0353,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000895,In-Person,Broker,2022-03-14,LOC0302,2022-05-06,Theft,LOC0034,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,YES,NO
CLM000896,Phone,Policyholder,2023-05-23,LOC0869,2023-03-14,Fire,LOC0302,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,NO
CLM000897,In-Person,Broker,2024-12-04,LOC0009,2023-09-24,Natural Disaster,LOC0039,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,YES,YES
CLM000898,Online,Policyholder,2022-10-17,LOC0153,2022-02-26,Collision,LOC0471,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000899,Online,Policyholder,2024-07-05,LOC0601,2023-04-11,Collision,LOC0695,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,YES
CLM000900,In-Person,Policyholder,2024-01-31,LOC0783,2024-09-02,Collision,LOC0829,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,YES
CLM000901,Email,Broker,2024-01-11,LOC0385,2022-12-23,Collision,LOC0524,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,NO
CLM000902,Online,Broker,2024-08-14,LOC0669,2021-10-25,Natural Disaster,LOC0735,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
CLM000903,Online,Agent,2023-01-25,LOC0168,2024-02-08,Theft,LOC0238,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Pending,YES,NO
CLM000904,Phone,Broker,2024-02-19,LOC0933,2021-10-02,Collision,LOC0987,Down lay when move. Daughter light collection cup sea. Its church it.,Pending,NO,YES
CLM000905,Phone,Policyholder,2022-12-08,LOC0818,2023-04-11,Fire,LOC0643,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,YES,YES
CLM000906,Phone,Agent,2024-07-31,LOC0558,2022-03-30,Fire,LOC0237,Down lay when move. Daughter light collection cup sea. Its church it.,Closed,NO,NO
CLM000907,Phone,Policyholder,2024-02-16,LOC0783,2022-03-18,Theft,LOC0465,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Open,NO,YES
CLM000908,Phone,Policyholder,2024-01-14,LOC0918,2024-01-06,Fire,LOC0047,Down lay when move. Daughter light collection cup sea. Its church it.,Open,YES,YES
CLM000909,Online,Agent,2023-11-28,LOC0640,2024-12-13,Natural Disaster,LOC0889,"On 2024-01-01 at 05:41:32, a head-on crash occurred at PSC 1481, Box 2700
APO AP 43878. The accident involved 2 vehicles, and there were serious injuries. The weather was stormy at the time of the accident. The vehicles sustained the following damage: moderate damage to the damaged rear axle, severe damage to the severely dented hood.",Closed,NO,YES
